Year,AC_No,AC_Name,AC_Type,Cand,Sex,Party,Turnout
2002,83,MEHSANA,GEN,ANILBHAI TRIBHOVANDAS PATEL (APOLLO GROUP),M,BJP,63.91
2002,108,MODASA,GEN,PARMAR DILIPSINH VAKHATSINH,M,BJP,69.06
2002,13,MORVI,GEN,AMRUTIYA KANTILAL SHIVABHAI,M,BJP,62.44
2002,180,MOTA PONDHA,ST,CHAUDHARI JITUBHAI HARJIBHAI,M,INC,65.69
2002,4,MUNDRA,SC,DHUA GOPALBHAI GABHABHAI,M,BJP,58.39
2002,131,NADIAD,GEN,DESAI PANKAJKUMAR VINUBHAI (GOTIYO),M,BJP,65.35
2002,78,NARODA,GEN,KODNANI MAYABEN SURENDRABHAI,F,BJP,49.58
2002,143,NASVADI,ST,BHIL KANTIBHAI TRIKAMBHAI,M,BJP,59.85
2002,174,NAVSARI,ST,PATEL MANGUBHAI CHHAGANBHAI,M,BJP,60.83
2002,161,NIJHAR,ST,VASAVA PARESHBHAI GOVINDBHAI,M,INC,64.58
2002,168,OLPAD,GEN,PATEL DHANSUKHBHAI NATHUBHAI,M,BJP,47.83
2002,152,PADRA,GEN,POONAM PARMAR (POONAM RANCHHODSINH PARMAR),M,BJP,72.28
2002,100,PALANPUR,GEN,KACHORIYA KANTILAL DHARAMDAS,M,BJP,63.38
2002,51,PALITANA,GEN,MANDAVIYA MANSUKHBHAI LAXMANBHAI,M,BJP,57.62
2002,181,PARDI,ST,PATEL LAXMANBHAI BABUBHAI,M,INC,60.03
2002,91,PATAN,GEN,ANANDIBEN PATEL,F,BJP,58.26
2002,135,PETLAD,GEN,CHANDRAKANT DAHYABHAI PATEL (C.D. PATEL),M,BJP,72.5
2002,32,PORBANDAR,GEN,ARJUNBHAI DEVABHAI MODHAVADIYA,M,INC,58.91
2002,107,PRANTIJ,GEN,RATHOD DEEPSINH SHANKARSINH,M,BJP,66.82
2002,94,RADHANPUR,GEN,CHAUDHARY SHANKARBHAI LAGDHIRBHAI,M,BJP,68.22
2002,117,RAJGADH,GEN,CHAUHAN FATESINH VAKHATSINH,M,BJP,61.22
2002,19,RAJKOT RURAL,SC,PARMAR SIDDHARTH MAYARAM,M,BJP,50.6
2002,17,RAJKOT-I,GEN,TAPUBHAI LIMBASIYA,M,BJP,50.23
2002,18,RAJKOT-II,GEN,VAJUBHAI VALA,M,BJP,49.46
2002,160,RAJPIPLA,ST,VASAVA HARSHADBHAI CHUNILAL,M,BJP,68.54
2002,48,RAJULA,GEN,SOLANKI HIRABHAI ODHAVJIBHAI,M,BJP,59.3
2002,73,RAKHIAL,GEN,ZADAFIA GORDHANBHAI PRAGJIBHAI,M,BJP,63.74
2002,123,RANDHIKPUR,ST,JASVANTSINH SUMANBHAI BHABHOR,M,BJP,67.53
2002,149,RAOPURA,GEN,YOGESH PATEL,M,BJP,57.58
2002,6,RAPAR,GEN,BABUBHAI MEGHJI SHAH,M,INC,62.07
2002,67,SABARMATI,GEN,PATEL JITENDRABHAI BABUBHAI (DR. JITUBHAI PATEL),M,BJP,55.45
2002,93,SAMI,GEN,THAKOR DILIPKUMAR VIRAJIBHAI,M,BJP,69.05
2002,144,SANKHEDA,ST,TADVI KANTIBHAI BHAIJIBHAI,M,BJP,64.93
2002,111,SANTRAMPUR,GEN,PANDYA PRABODHKANT DAMODAR,M,BJP,66.48
2002,64,SARKHEJ,GEN,AMITBHAI ANILCHANDRA SHAH (AMIT SHAH),M,BJP,51.31
2002,134,SARSA,GEN,SOLANKI JASVANTSINHJI AMARSINHJI (JASUBHA),M,BJP,69.55
2002,146,SAVLI,GEN,UPENDRASINHJI PRATAPSINHJI GOHIL (BAPU),M,BJP,69.19
2002,148,SAYAJIGANJ,GEN,JITENDRA SUKHADIA,M,BJP,58.01
2002,74,SHAHER KOTDA,SC,VAGHELA JITENDRAKUMAR UMAKANT,M,BJP,60.43
2002,70,SHAHPUR,GEN,PATEL KAUSHIKKUMAR JAMNADAS (KAUSHIK PATEL),M,BJP,66.73
2002,121,SHEHRA,GEN,AHIR (BHARWAD) JETHABHAI GHELABHAI,M,BJP,67.4
2002,89,SIDHPUR,GEN,BALVANTSINH CHANDANSINH RAJPUT,M,INC,75.03
2002,52,SIHOR,GEN,NAKARANI KESHUBHAI HIRAJIBHAI,M,BJP,59.98
2002,136,SOJITRA,SC,AMBALAL ASHABHAI ROHIT,M,BJP,67.82
2002,38,SOMNATH,GEN,BARAD JESABHAI BHANABHAI,M,INC,65.81
2002,163,SONGADH,ST,VASAVA NAGARBHAI DIVELIYABHAI,M,INC,64.63
2002,170,SURAT CITY EAST,GEN,GILITWALA MANISH NATVARLAL,M,INC,48.68
2002,169,SURAT CITY NORTH,GEN,GEJERA DHIRUBHAI HARIBHAI,M,BJP,52.2
2002,171,SURAT CITY WEST,GEN,CHAPATWALA BHAVNABEN HEMANTBHAI,F,BJP,38.65
2002,55,TALAJA,GEN,GOHIL SHIVABHAI JERAMBHAI,M,BJP,46.04
2002,37,TALALA,GEN,PARAMAR GOVINDBHAI VARJANGBHAI,M,BJP,74.62
2002,14,TANKARA,GEN,KUNDARIYA MOHANBHAI KALYANJI,M,BJP,67.91
2002,126,THASRA,GEN,CHAUHAN BHAGVANSINH RAYSINH,M,BJP,65.63
2002,182,UMBERGAON,ST,SHANKARBHAI MANGLABHAI VARLI,M,INC,55.81
2002,127,UMRETH,GEN,PATEL VISHNUBHAI CHHOTABHAI,M,BJP,71.68
2002,39,UNA,GEN,VANSH PUNJABHAI BHIMABHAI,M,INC,64.94
2002,88,UNJHA,GEN,PATEL NARAYANBHAI LALLUBHAI,M,BJP,64.67
2002,23,UPLETA,GEN,PRAVINBHAI MOHANBHAI MAKADIA,M,BJP,60.82
2002,101,VADGAM,SC,DOLAT BHAI PARMAR,M,INC,68.29
2002,90,VAGDOD,GEN,THAKOR JODHAJI GALABJI,M,INC,61.94
2002,150,VAGHODIA,GEN,MADHUBHAI SHRIVASTAV,M,BJP,64.29
2002,155,VAGRA,GEN,RASHIDA IQBAL PATEL,F,INC,74.92
2002,95,VAV,GEN,RAJPUT HEMAJI DARGHAJI,M,INC,69.6
2002,85,VIJAPUR,GEN,PATEL KANTIBHAI RAMABHAI,M,BJP,70.81
2002,63,VIRAMGAM,GEN,DODIYA VAJUBHAI PARMABHAI,M,BJP,67.11
2002,40,VISAVADAR,GEN,BHALALA KANUBHAI MEPABHAI,M,BJP,61.58
2002,86,VISNAGAR,GEN,PATEL PRAHLADBHAI MOHANLAL,M,BJP,70.51
2002,164,VYARA,ST,CHAUDHARY TUSHARBHAI AMARSINHBHAI,M,INC,65.79
2002,8,WADHWAN,GEN,KELA DHANRAJBHAI GOVINDBHAI,M,BJP,60.92
2002,15,WANKANER,GEN,SOMANI JYOTSANABEN JITENDRABHAI,F,BJP,73.16
2007,1,ABDASA,GEN,JAYANTILAL PARSOTTAM BHANUSHALI,M,BJP,64.12
2007,45,AMRELI,GEN,DILEEP SANGHANI,M,BJP,61.75
2007,133,ANAND,GEN,PATEL JYOTSNABEN RAJUBHAI,F,BJP,63.25
2007,5,ANJAR,GEN,AACHARYA NIMABEN BHAVESH,F,BJP,54.71
2007,157,ANKLESHWAR,GEN,PATEL ISHWARSINH THAKORBHAI,M,BJP,67.08
2007,72,ASARWA,GEN,PRADIPSINH BHAGVATSINH JADEJA,M,BJP,56.84
2007,43,BABRA,GEN,UNDHAD BAVAKUBHAI NATHABHAI,M,INC,64.65
2007,124,BALASINOR,GEN,CHAUHAN MANSINH KOHYABHAI,M,INC,65.03
2007,166,BARDOLI,ST,HALPATI KUVARJIBHAI NARSINHBHAI,M,INC,66.35
2007,147,BARODA CITY,GEN,LAKHAWALA BHUPENDRABHAI GATULAL,M,BJP,54.53
2007,151,BARODA RURAL,GEN,GOHIL UPENDRASINH PRATAPSINH,M,BJP,59.61
2007,61,BAVLA,SC,LAKUM KANTILAL RAMABHAI,M,BJP,56.71
2007,109,BAYAD,GEN,ZALA UDESINH PUNJAJI,M,BJP,54.73
2007,139,BHADRAN,GEN,PARMAR RAJENDRASINH DHIRSINH,M,INC,61.83
2007,29,BHANVAD,GEN,AYAR BERA MULUBHAI HARDASBHAI,M,BJP,58.56
2007,57,BHAVNAGAR NORTH,GEN,DAVE VIBHAVARIBEN VIJAYBHAI (VIBHABEN DAVE),F,BJP,50.96
2007,58,BHAVNAGAR SOUTH,GEN,GOHIL SHAKTISINH HARICHANDRASINH,M,INC,62.82
2007,105,BHILODA,ST,ANIL JOSHIYARA,M,INC,62.01
2007,3,BHUJ,GEN,AHIR VASANBHAI GOPALBHAI,M,BJP,62
2007,138,BORSAD,GEN,AMITKUMAR AJITKUMAR CHAVDA,M,INC,64.41
2007,49,BOTAD,GEN,SAURABH PATEL,M,BJP,69
2007,156,BROACH,GEN,DUSHYANTBHAI RAJNIKANT PATEL,M,BJP,62.97
2007,178,BULSAR,GEN,DESAI DOLATRAI NATHUBHAI,M,BJP,59.64
2007,140,CAMBAY,GEN,SHUKAL SHIRISHKUMAR MADHUSUDAN,M,BJP,60.62
2007,132,CHAKALASI,GEN,VAGHELA SHANKARBHAI DESAIBHAI,M,INC,60.06
2007,92,CHANASMA,GEN,PATEL RAJNIKANT SOMABHAI,M,BJP,67.07
2007,141,CHHOTA UDAIPUR,ST,GULSINGHBHAI RANGALABHAI RATHVA,M,BJP,51.1
2007,176,CHIKHLI,ST,PATEL NARESHBHAI MAGANBHAI,M,BJP,68.95
2007,172,CHORASI,GEN,NAROTTAMBHAI PATEL,M,BJP,53.42
2007,10,CHOTILA,GEN,JINJARIYA POPATBHAI SAVSIBHAI,M,INC,51.18
2007,145,DABHOI,GEN,SIDDHARTH CHIMANBHAI PATEL,M,INC,70.45
2007,177,DANGS-BANSDA,ST,PATEL VIJAYBHAI RAMESHBHAI,M,BJP,58.87
2007,102,DANTA,GEN,GADHAVI MUKESHKUMAR BHERAVDANJI,M,INC,60.46
2007,69,DARIAPUR-KAZIPUR,GEN,BAROT BHARATKUMAR CHIMANLAL (BHARAT BAROT),M,BJP,57.78
2007,7,DASADA,SC,TUNDIYA SHAMBHUPRASAD BALDEVDASJI,M,BJP,52.31
2007,65,DASKROI,GEN,PATEL BABUBHAI JAMNADAS (BJP),M,BJP,56.87
2007,159,DEDIAPADA,ST,VASAVA AMARSINH RAMSINH,M,INC,70.81
2007,98,DEESA,GEN,VAGHELA LILADHARBHAI KHODAJI,M,BJP,63.28
2007,66,DEHGAM,GEN,THAKOR JAGDISHBHAI MOTIJI,M,INC,64.57
2007,96,DEODAR,GEN,MALI ANILKUMAR AMRUTLAL,M,BJP,65.57
2007,116,DEVGADH BARIA,GEN,MAHARAUL TUSHARSINH KANAKSINH,M,NCP,60.85
2007,59,DHANDHUKA,GEN,MER RANCHHODBHAI KARSHANBHAI,M,IND,57.54
2007,99,DHANERA,GEN,PUROHIT MAFATLAL MOTIRAM,M,BJP,62.78
2007,179,DHARAMPUR,ST,CHAUDHARI CHHANABHAI KOLUBHAI,M,INC,66.99
2007,46,DHARI,GEN,BHUVA MANSUKHBHAI PANCHABHAI,M,BJP,56.41
2007,60,DHOLKA,GEN,TALPADA KANJIBHAI RAYABHAI,M,INC,34.76
2007,22,DHORAJI,GEN,RADADIYA VITTHALBHAI HANSRAJBHAI,M,INC,61.67
2007,12,DHRANGADHRA,GEN,PATEL HARILAL MOHANLAL,M,INC,73.89
2007,114,DOHAD,ST,PANADA VAJESINGBHAI PARSINGBHAI,M,INC,48.19
2007,31,DWARKA,GEN,MANEK PABUBHA VIRAMBHA,M,BJP,46.26
2007,68,ELLIS BRIDGE,GEN,RAKESH SHAH,M,BJP,58.25
2007,50,GADHADA,SC,PARMAR ATMARAM MAKANBHAI,M,BJP,59.2
2007,175,GANDEVI,GEN,PATEL LAXMANBHAI PARSOTTAMBHAI,M,BJP,63.1
2007,79,GANDHINAGAR,GEN,THAKOR SHAMBHUJI CHELAJI,M,BJP,9.92
2007,56,GHOGHO,GEN,PARSHOTTAMBHAI ODHAVJIBHAI SOLANKI,M,BJP,58.84
2007,120,GODHRA,GEN,C.K. RAULJI,M,INC,57.68
2007,20,GONDAL,GEN,VAGHASIYA CHANDUBHAI BACHUBHAI,M,NCP,61.29
2007,118,HALOL,GEN,PARMAR JAYDRATHSINHJI CHANDRASINHJI,M,BJP,63.59
2007,11,HALVAD,GEN,DEVJIBHAI GOVINDBHAI FATEPARA,M,INC,68.38
2007,106,HIMATNAGAR,GEN,PATEL PRAFULLBHAI KHODABHAI,M,BJP,67.37
2007,104,IDAR,SC,VORA RAMANLAL ISHVARLAL,M,BJP,66.94
2007,173,JALALPORE,GEN,R.C. PATEL,M,BJP,62.23
2007,76,JAMALPUR,GEN,KHEDAWALA SABIRBHAI ABDULKARIM (SABIRBHAI KABLIWALA),M,INC,58.98
2007,154,JAMBUSAR,GEN,KIRANKUMAR LAKSHMANBHAI MAKWANA,M,INC,57.31
2007,28,JAMJODHPUR,GEN,JADEJA BRIJRAJSINH HEMATSINH,M,INC,69.94
2007,25,JAMNAGAR,GEN,PROF. VASUBEN TRIVEDI,F,BJP,52.18
2007,26,JAMNAGAR RURAL,SC,LALJIBHAI PREMJIBHAI SOLANKI,M,BJP,47.3
2007,16,JASDAN,GEN,BAVALIYA KUNVARJIBHAI MOHANBHAI,M,INC,62.09
2007,21,JETPUR,GEN,KORAT JASHUBEN SAVJIBHAI,F,BJP,59.97
2007,142,JETPUR-I,ST,MOHANSINH CHHOTUBHAI RATHAVA,M,INC,59.15
2007,158,JHAGADIA,ST,VASAVA CHHOTUBHAI AMARASINHBHAI,M,JD(U),66.92
2007,112,JHALOD,ST,MACHHAR DITABHAI BHIMABHAI,M,INC,48.18
2007,24,JODIYA,GEN,PATEL RAGHAVJIBHAI HANSRAJBHAI,M,INC,70.68
2007,82,JOTANA,SC,PARMAR JASHODABEN CHATURBHAI,F,BJP,61.95
2007,42,JUNAGADH,GEN,MASHRU MAHENDRABHAI LILADHARBHAI,M,BJP,51.55
2007,81,KADI,GEN,PATEL NITINKUMAR RATILAL,M,BJP,73.14
2007,27,KALAWAD,GEN,FALDU RANCHHODBHAI CHANABHAI (R.C.FALDU),M,BJP,58
2007,119,KALOL,GEN,RATHOD ARVINDSINH DAMSINH,M,BJP,54.27
2007,80,KALOL-I,GEN,PATEL SURESHKUMAR CHATURDAS,M,INC,65.62
2007,71,KALUPUR,GEN,SHAIKH MOHAMMAD FARUK HUSSAINMIYA (FARUK SHAIKH),M,INC,64.64
2007,167,KAMREJ,ST,RATHOD BHARTIBEN AMRUTBHAI,F,BJP,6.8
2007,97,KANKREJ,GEN,DESAI BABUBHAI JESANGBHAI,M,BJP,58.03
2007,125,KAPADVANJ,GEN,PATEL MANIBHAI DEVJIBHAI,M,INC,66.67
2007,153,KARJAN,SC,DABHI CHANDUBHAI MOTIBHAI,M,INC,65.93
2007,128,KATHLAL,GEN,ZALA GAUTAMBHAI JESANGBHAI,M,INC,58.78
2007,36,KESHOD,SC,MAKWANA VANDNABEN MANSHUKHBHAI,F,BJP,55.23
2007,75,KHADIA,GEN,ASHOK BHATT,M,BJP,58.77
2007,30,KHAMBHALIA,GEN,KANZARIYA MEGHJI DAYA,M,BJP,54.27
2007,103,KHEDBRAHMA,ST,ASHWIN KOTVAL,M,INC,56.25
2007,87,KHERALU,GEN,DABHI BHARATSINHJI SHANKARJI,M,BJP,62.24
2007,47,KODINAR,GEN,SOLANKI DINUBHAI BOGHABHAI,M,BJP,67.53
2007,53,KUNDLA,GEN,KALUBHAI VIRANI,M,BJP,57.18
2007,33,KUTIYANA,GEN,ODEDARA KARSANBHAI DULABHAI,M,BJP,51.73
2007,44,LATHI,GEN,DHORAJIYA HANUBHAI (BHABHA),M,BJP,58.55
2007,9,LIMBDI,GEN,RANA KIRITSINH JEETUBHA,M,BJP,59.9
2007,113,LIMDI,ST,KISHORI BACHUBHAI NATHABHAI,M,INC,48.91
2007,115,LIMKHEDA,ST,SMR. BARIYA CHANDRIKABEN CHHAGANBHAI,F,INC,42.78
2007,122,LUNAVADA,GEN,PATEL HIRABHAI HARIBHAI,M,INC,51.36
2007,130,MAHUDHA,GEN,NATVARSINH FULSINH THAKOR,M,INC,55.89
2007,54,MAHUVA,GEN,BAMBHANIYA JAYANTIBHAI BABUBHAI,M,BJNKP,13.67
2007,165,MAHUVA-I,ST,ISHAWARBHAI NARSINHBHAI VAHIA,M,INC,67.45
2007,41,MALIYA,GEN,RAJANI LAVAJIBHAI THAKARSHIBHAI,M,BJP,58.64
2007,35,MANAVADAR,GEN,CHAVADA JAWAHARBHAI PETHLJIBHAI,M,INC,67.21
2007,62,MANDAL,GEN,PATEL PRAGJIBHAI NARANBHAI,M,BJP,54.71
2007,2,MANDVI,GEN,SENGHANI DHANJIBHAI (ALIAS MANGAL) GOVINDBHAI,M,BJP,61.36
2007,34,MANGROL,GEN,KARGATIYA BHAGVANVANJIBHAI LAKHABHAI,M,BJP,59.78
2007,162,MANGROL-I,ST,VASAVA GANPATSINH VESTABHAI,M,BJP,69.41
2007,77,MANINAGAR,GEN,NARENDRA MODI,M,BJP,60.93
2007,84,MANSA,GEN,PRO.PATEL MAGALDAS MADHAVALAL,M,BJP,64.26
2007,137,MATAR,GEN,CHAUHAN DEVUSINH JESINGBHAI,M,BJP,63.31
2007,110,MEGHRAJ,GEN,VAGHELA MAHENDRASINH SHANKARSINH,M,INC,58.2
2007,129,MEHMEDABAD,GEN,CHAUHAN SUNDARSINH BHALABHAI,M,BJP,59.41
2007,83,MEHSANA,GEN,PATEL ANILKUMAR TRIBHOVANDAS,M,BJP,62.64
2007,108,MODASA,GEN,PARMAR DILIPSIHJI VAKHATSIHJI,M,BJP,60.37
2007,13,MORVI,GEN,AMRUTIYA KANTILAL SHIVLAL,M,BJP,68.61
2007,180,MOTA PONDHA,ST,CHAUDHARY JITUBHAI HIRJIBHAI,M,INC,70.67
2007,4,MUNDRA,SC,MAHESHWARI RAMESH VACHCHHRAJ,M,BJP,60.24
2007,131,NADIAD,GEN,DESAI PANKAJKUMAR VINUBHAI (GOTIYO),M,BJP,65.81
2007,78,NARODA,GEN,DR. KODNANI MAYA SURENDRAKUMAR (DR. MAYA KODNANI),F,BJP,55.79
2007,143,NASVADI,ST,BHIL DHIRUBHAI CHUNILAL,M,INC,57.72
2007,174,NAVSARI,ST,PATEL MANGUBHAI CHHAGANBHAI,M,BJP,64.48
2007,161,NIJHAR,ST,PARESHBHAI GOVINDBHAI VASAVA,M,INC,65.65
2007,168,OLPAD,GEN,PATEL KIRITBHAI GANGARAMBHAI,M,BJP,52.16
2007,152,PADRA,GEN,DINESHBHAI B PATEL (DINU MAMA),M,IND,64.47
2007,100,PALANPUR,GEN,PRAJAPATI GOVINDBHAI MADHAVLAL,M,BJP,59.85
2007,51,PALITANA,GEN,SARVAIYA MAHENDRASINH PARAKRAMSINH,M,BJP,58.37
2007,181,PARDI,ST,PATEL USHABEN GIRISHKUMAR,F,BJP,61.74
2007,91,PATAN,GEN,PATEL ANANDIBEN MAFATBHAI,F,BJP,66.06
2007,135,PETLAD,GEN,NIRANJAN PATEL,M,INC,66.23
2007,32,PORBANDAR,GEN,MODHWADIYA ARJUNBHAI DEVABHAI,M,INC,61.6
2007,107,PRANTIJ,GEN,CHAUHAN JAYSINHJI MANSINHJI,M,BJP,63.41
2007,94,RADHANPUR,GEN,CHAUDHARI SHANKARBHAI LAGDHIRBHAI,M,BJP,66.5
2007,117,RAJGADH,GEN,CHAUHAN FATESINH VAKHATSINH,M,BJP,55.02
2007,19,RAJKOT RURAL,SC,BHANUBEN MANOHARBHAI BABARIYA,F,BJP,48.23
2007,17,RAJKOT-I,GEN,GOVINDBHAI UKABHAI PATEL,M,BJP,52.71
2007,18,RAJKOT-II,GEN,VAJUBHAI VALA,M,BJP,52.56
2007,160,RAJPIPLA,ST,HARSHADBHAI CHUNILAL VASAVA,M,BJP,68.08
2007,48,RAJULA,GEN,SOLANKI HIRABHAI ODHAVJIBHAI,M,BJP,57.94
2007,73,RAKHIAL,GEN,KAKADIYA VALLABHBHAI GOBARBHAI (VALLABHBHAI HIRAWALA),M,BJP,61.75
2007,123,RANDHIKPUR,ST,JASVANTSINH SUMANBHAI BHABHOR,M,BJP,53.54
2007,149,RAOPURA,GEN,YOGESH PATEL,M,BJP,54.6
2007,6,RAPAR,GEN,BABUBHAI MEGHJI SHAH,M,INC,52.06
2007,67,SABARMATI,GEN,PATEL GITABEN YOGESHBHAI,F,BJP,55.91
2007,93,SAMI,GEN,RATHOD BHAVSINHBHAI DAHYABHAI,M,INC,61.47
2007,144,SANKHEDA,ST,TADVI ABHESINH MOTIBHAI,M,BJP,60.28
2007,111,SANTRAMPUR,GEN,PARMAR PARANJAYADITYASINHJI KRISHNAKUMARSINHJI,M,INC,55.5
2007,64,SARKHEJ,GEN,AMIT SHAH,M,BJP,58.45
2007,134,SARSA,GEN,JAYANTBHAI RAMANBHAI PATEL (BOSKEY),M,NCP,66.17
2007,146,SAVLI,GEN,CHAUHAN KHUMANSINH RAYSINH,M,INC,64.3
2007,148,SAYAJIGANJ,GEN,JITENDRA SUKHADIYA,M,BJP,54.25
2007,74,SHAHER KOTDA,SC,PARMAR SHAILESH MANHARBHAI,M,INC,35.54
2007,70,SHAHPUR,GEN,SHAIKH GYASUDDIN HABIBUDDIN,M,INC,65.9
2007,121,SHEHRA,GEN,AHIR (BHARWAD) JETHABHAI GHELABHAI,M,BJP,58.42
2007,89,SIDHPUR,GEN,JAY NARAYAN VYAS,M,BJP,71.57
2007,52,SIHOR,GEN,NAKARANI KESHUBHAI HIRAJIBHAI,M,BJP,57.84
2007,136,SOJITRA,SC,ROHIT AMBALAL ASHABHAI,M,BJP,64.91
2007,38,SOMNATH,GEN,JOTVA RAJSIBHAI VIRABHAI,M,BJP,68.46
2007,163,SONGADH,ST,VASAVA PRABUBHAI NAGARBHAI,M,INC,67.95
2007,170,SURAT CITY EAST,GEN,GILITWALA RANJITBHAI MANGUBHAI,M,BJP,59.45
2007,169,SURAT CITY NORTH,GEN,VANANI NANUBHAI BHAGVANBHAI,M,BJP,60.53
2007,171,SURAT CITY WEST,GEN,KISHOR VANKAWALA,M,BJP,57.43
2007,55,TALAJA,GEN,MAKVANA BHAVNABEN RAGHAVJIBHAI,F,BJP,49
2007,37,TALALA,GEN,BARAD BHAGAVANBHAI DHANABHAI,M,INC,72.97
2007,14,TANKARA,GEN,KUNDARIYA MOHANBHAI KALYANJIBHAI,M,BJP,64.72
2007,126,THASRA,GEN,PARMAR RAMSINH PRABHATSINH,M,INC,61.15
2007,182,UMBERGAON,ST,RAMANLAL NANUBHAI PATKAR,M,BJP,53.66
2007,127,UMRETH,GEN,VADODIA LALSINH UDESHINH,M,INC,63.19
2007,39,UNA,GEN,RATHOD KALUBHAI CHANABHAI,M,BJP,66.54
2007,88,UNJHA,GEN,PATEL NARAYANBHAI LALLUDAS,M,BJP,63.39
2007,23,UPLETA,GEN,MAKADIYA PRAVINBHAI MOHANBHAI,M,BJP,56.66
2007,101,VADGAM,SC,VAGHELA FAKIRBHAI RAGHABHAI,M,BJP,58.77
2007,90,VAGDOD,GEN,THAKOR JODHAJI GALABJI,M,INC,56
2007,150,VAGHODIA,GEN,SHRIVASTAV MADHUBHAI BABUBHAI,M,BJP,63.03
2007,155,VAGRA,GEN,IQBAL PATEL,M,INC,66.71
2007,95,VAV,GEN,PATEL PARBATBHAI SAVABHAI,M,BJP,69.1
2007,85,VIJAPUR,GEN,KANTIBHAI RAMABHAI PATEL,M,BJP,63.22
2007,63,VIRAMGAM,GEN,RATHOD KAMABHAI GAGJIBHAI,M,BJP,61.26
2007,40,VISAVADAR,GEN,BHALALA KANUBHAI MEPABHAI,M,BJP,53.63
2007,86,VISNAGAR,GEN,PATEL RUSHIKESH GANESHBHAI,M,BJP,62.95
2007,164,VYARA,ST,GAMIT PUNABHAI DHEDABHAI,M,INC,68.15
2007,8,WADHWAN,GEN,DOSHI VARSHABEN NARENDRABHAI,F,BJP,58.78
2007,15,WANKANER,GEN,PIRJADA MAHMADJAVID ABDULMUTLIB,M,INC,63.65
2012,1,ABDASA,GEN,CHHABILBHAI NARANBHAI PATEL,M,INC,99.96
2012,143,AKOTA,GEN,SAURABH PATEL,M,BJP,99.9
2012,50,AMRAIWADI,GEN,HASMUKHBHAI SOMABHAI PATEL,M,BJP,99.92
2012,95,AMRELI,GEN,PARESH DHANANI,M,INC,99.92
2012,112,ANAND,GEN,DILIPBHAI MANIBHAI PATEL,M,BJP,99.99
2012,4,ANJAR,GEN,AHIR VASANBHAI GOPALBHAI,M,BJP,99.89
2012,110,ANKLAV,GEN,AMIT CHAVDA,M,INC,100
2012,154,ANKLESHWAR,GEN,ISHWARSINH THAKORBHAI PATEL,M,BJP,99.94
2012,56,ASARWA,SC,RAJANIKANT MOHANLAL PATEL (R.M. PATEL),M,BJP,99.92
2012,121,BALASINOR,GEN,CHAUHAN MANSINH KOHYABHAI,M,INC,99.85
2012,49,BAPUNAGAR,GEN,RAJPUT JAGRUPSINH GIRDANSINH,M,BJP,99.9
2012,169,BARDOLI,SC,PARMAR ISHWARBHAI ALIAS ANILBHAI RAMANBHAI,M,BJP,99.94
2012,32,BAYAD,GEN,VAGHELA MAHENDRASINH SHANKARSINH,M,INC,99.77
2012,23,BECHARAJI,GEN,RAJANIKANT SOMABHAI PATEL,M,BJP,99.84
2012,153,BHARUCH,GEN,DUSHYANTBHAI RAJNIKANT PATEL,M,BJP,99.75
2012,104,BHAVNAGAR EAST,GEN,DAVE VIBHAVARIBEN VIJAYBHAI (VIBHABEN DAVE),F,BJP,99.78
2012,103,BHAVNAGAR RURAL,GEN,PARSHOTTAMBHAI ODHAVJIBHAI SOLANKI,M,BJP,99.96
2012,105,BHAVNAGAR WEST,GEN,JITENDRABHAI SAVJIBHAI VAGHANI (JITU VAGHANI),M,BJP,99.86
2012,30,BHILODA,ST,ANIL JOSHIYARA,M,INC,99.57
2012,3,BHUJ,GEN,DR. NIMABEN AACHARYA,F,BJP,99.96
2012,109,BORSAD,GEN,PARMAR RAJENDRASINH DHIRSINH,M,INC,99.88
2012,107,BOTAD,GEN,MANIYA THAKARSHIBHAI DEVJIBHAI,M,BJP,99.97
2012,17,CHANASMA,GEN,DILIPKUMAR VIRAJIBHAI THAKOR,M,BJP,99.97
2012,137,CHHOTA UDAIPUR,ST,RATHWA MOHANSINH CHHOTUBHAI,M,INC,99.92
2012,168,CHORASI,GEN,RAJENDRABHAI PARABHUBHAI PATEL (RAJABHAI),M,BJP,99.91
2012,63,CHOTILA,GEN,SHAMJIBHAI BHIMJIBHAI CHAUHAN,M,BJP,99.99
2012,140,DABHOI,GEN,BALKRISHNABHAI NARANBHAI PATEL,M,BJP,99.96
2012,132,DAHOD,ST,PANADA VAJESINGBHAI PARSINGBHAI,M,INC,99.98
2012,173,DANGS,ST,GAVIT MANGALBHAI GANGAJIBHAI,M,INC,99.93
2012,54,DANILIMDA,SC,SHAILESH MANUBHAI PARMAR,M,INC,99.94
2012,10,DANTA,ST,KHARADI KANTIBHAI KALABHAI,M,INC,99.93
2012,51,DARIAPUR,GEN,GYASUDDIN HABIBUDDIN SHEKH,M,INC,99.88
2012,60,DASADA,SC,MAKWANA PUNAMBHAI KALABHAI,M,BJP,99.84
2012,57,DASKROI,GEN,BABUBHAI JAMNADAS PATEL,M,BJP,99.93
2012,149,DEDIAPADA,ST,MOTILAL PUNIABHAI VASAVA,M,BJP,99.99
2012,13,DEESA,GEN,VAGHELA LILADHARBHAI KHODAJI,M,BJP,99.98
2012,34,DEHGAM,GEN,RATHOD KAMINIBA BHUPENDRASINH,F,INC,99.88
2012,14,DEODAR,GEN,CHAUHAN KESHAJI SHIVAJI,M,BJP,99.97
